geometry,year,label,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
POINT (-61.159505415303116 -8.10832850175542),2024,Deter_Deg_CsG,-0.0629911572472126,-0.022206843521722412,-0.17937716262975778,-0.05173394848135333,-0.06698961937716265,-0.019930795847750864,-0.01574778931180315,0.08882737408688965,-0.0629911572472126,0.1085121107266436,0.09842368319876971,0.12456747404844293,0.04822760476739715,-0.05536332179930796,-0.0271280276816609,-0.14769703960015382,-0.13016532103037293,-0.03254133025759323,0.07535563244905807,-0.029773164167627833,0.16000000000000003,0.029773164167627833,0.15378700499807765,0.33685505574778934,0.03254133025759323,0.1085121107266436,0.2519646289888504,-0.019930795847750864,0.10340638216070744,-0.14769703960015382,0.186082276047674,-0.16000000000000003,-0.17279507881584008,-0.03254133025759323,-0.11374086889657825,0.003936947327950788,-0.16000000000000003,0.019930795847750864,-0.2069357939254133,-0.029773164167627833,-0.029773164167627833,0.1929104190695886,0.13588619761630144,-0.017777777777777778,0.19986159169550174,-0.01384083044982699,-0.06698961937716265,-0.03254133025759323,-0.09356401384083046,-0.012056901191849288,0.1929104190695886,-0.002214532871972318,0.002214532871972318,0.19986159169550174,0.07111111111111111,0.19986159169550174,0.0629911572472126,-0.029773164167627833,0.2519646289888504,-0.044844290657439445,0.17279507881584008,-0.1929104190695886,0.13588619761630144,-0.12456747404844293
POINT (-61.15986474141676 -8.108059007170183),2024,Deter_Deg_CsG,-0.05173394848135333,-0.0271280276816609,-0.08421376393694734,-0.08882737408688965,-0.09356401384083046,0.1085121107266436,0.01384083044982699,0.08882737408688965,-0.03844675124951941,0.05173394848135333,0.14173010380622836,0.1085121107266436,0.05173394848135333,-0.05173394848135333,-0.00024605920799692423,-0.13016532103037293,-0.09842368319876971,-0.03254133025759323,0.041584006151480196,-0.07972318339100345,0.10340638216070744,0.07535563244905807,0.10340638216070744,0.3014225297962323,-0.017777777777777778,0.08421376393694734,0.21413302575932336,0.019930795847750864,0.09842368319876971,-0.044844290657439445,0.09842368319876971,-0.11374086889657825,-0.13588619761630144,-0.007443291041906958,-0.14769703960015382,0.03844675124951941,-0.16000000000000003,-0.0271280276816609,-0.3014225297962323,0.029773164167627833,-0.08421376393694734,0.19986159169550174,0.13016532103037293,-0.01574778931180315,0.13016532103037293,0.010396001537870049,-0.08882737408688965,-0.10340638216070744,-0.07535563244905807,-0.13016532103037293,0.22145328719723184,0.03844675124951941,-0.05911572472126105,0.12456747404844293,0.07111111111111111,0.15378700499807765,0.1085121107266436,-0.0005536332179930795,0.37425605536332185,-0.022206843521722412,0.17937716262975778,-0.17937716262975778,0.17937716262975778,-0.2069357939254133
POINT (-61.15716979556441 -8.11892862210803),2024,Deter_Deg_CsG,-0.05911572472126105,-0.022206843521722412,-0.16000000000000003,-0.07111111111111111,-0.08882737408688965,-0.022206843521722412,-0.01384083044982699,0.09356401384083046,-0.05173394848135333,0.09842368319876971,0.08882737408688965,0.14173010380622836,0.0629911572472126,-0.05173394848135333,-0.029773164167627833,-0.12456747404844293,-0.13016532103037293,-0.04822760476739715,0.07111111111111111,-0.08882737408688965,0.15378700499807765,0.03543252595155709,0.14173010380622836,0.33685505574778934,0.012056901191849288,0.06698961937716265,0.2288965782391388,0.002214532871972318,0.09356401384083046,-0.11374086889657825,0.15378700499807765,-0.16633602460592078,-0.186082276047674,-0.03844675124951941,-0.13016532103037293,0.01384083044982699,-0.17937716262975778,0.019930795847750864,-0.2288965782391388,0.019930795847750864,-0.022206843521722412,0.24415224913494812,0.12456747404844293,-0.029773164167627833,0.1929104190695886,-0.01574778931180315,-0.09842368319876971,-0.07535563244905807,-0.07535563244905807,-0.07111111111111111,0.2364628988850442,0.03844675124951941,0.008858131487889272,0.15378700499807765,0.0271280276816609,0.16633602460592078,0.08421376393694734,-0.01574778931180315,0.2599000384467512,-0.022206843521722412,0.16633602460592078,-0.2069357939254133,0.11374086889657825,-0.13588619761630144
POINT (-61.157349458621226 -8.118479464465969),2024,Deter_Deg_CsG,-0.029773164167627833,0.017777777777777778,-0.07111111111111111,-0.1085121107266436,-0.07111111111111111,0.13016532103037293,0.019930795847750864,0.09356401384083046,-0.07111111111111111,0.03844675124951941,0.186082276047674,0.11374086889657825,0.0629911572472126,-0.019930795847750864,-0.012056901191849288,-0.09842368319876971,-0.0629911572472126,-0.01384083044982699,0.03844675124951941,-0.1085121107266436,0.11374086889657825,0.03844675124951941,0.07972318339100345,0.28444444444444444,-0.05536332179930796,0.09356401384083046,0.2069357939254133,0.04822760476739715,0.07111111111111111,-0.0629911572472126,0.06698961937716265,-0.10340638216070744,-0.13016532103037293,0.024605920799692427,-0.15378700499807765,0.029773164167627833,-0.17279507881584008,0.004982698961937716,-0.2679584775086506,0.05173394848135333,-0.06698961937716265,0.17937716262975778,0.13588619761630144,0.022206843521722412,0.13016532103037293,0.03844675124951941,-0.0629911572472126,-0.07972318339100345,-0.06698961937716265,-0.16633602460592078,0.17937716262975778,0.05911572472126105,-0.05173394848135333,0.17279507881584008,0.09356401384083046,0.11374086889657825,0.09842368319876971,-0.008858131487889272,0.40359861591695495,-0.03254133025759323,0.186082276047674,-0.16633602460592078,0.19986159169550174,-0.2288965782391388
POINT (-61.158247773905345 -8.114077719573784),2024,Deter_Deg_CsG,-0.05173394848135333,-0.03543252595155709,-0.12456747404844293,-0.06698961937716265,-0.0629911572472126,0.017777777777777778,-0.004982698961937716,0.10340638216070744,-0.09842368319876971,0.11909265667051133,0.07535563244905807,0.14769703960015382,0.0271280276816609,-0.03254133025759323,-0.05911572472126105,-0.16633602460592078,-0.16000000000000003,0.022206843521722412,0.07535563244905807,-0.019930795847750864,0.13016532103037293,0.07972318339100345,0.13588619761630144,0.33685505574778934,0.022206843521722412,0.05173394848135333,0.2069357939254133,0.03254133025759323,0.07535563244905807,-0.16633602460592078,0.17279507881584008,-0.15378700499807765,-0.17279507881584008,-0.017777777777777778,-0.14769703960015382,0.044844290657439445,-0.12456747404844293,-0.0271280276816609,-0.2599000384467512,0.003936947327950788,-0.07535563244905807,0.2364628988850442,0.15378700499807765,-0.003014225297962322,0.16633602460592078,0.022206843521722412,-0.11374086889657825,-0.1085121107266436,-0.08882737408688965,-0.029773164167627833,0.17937716262975778,0.03543252595155709,0.03254133025759323,0.14769703960015382,0.03844675124951941,0.19986159169550174,0.05536332179930796,-0.01384083044982699,0.2519646289888504,-0.008858131487889272,0.17279507881584008,-0.17279507881584008,0.09842368319876971,-0.1929104190695886
POINT (-61.15914608918947 -8.109226817039538),2024,Deter_Deg_CsG,-0.05173394848135333,-0.05173394848135333,-0.13588619761630144,-0.07972318339100345,-0.07535563244905807,-0.004982698961937716,-0.03254133025759323,0.07535563244905807,-0.07972318339100345,0.10340638216070744,0.11909265667051133,0.14769703960015382,0.03844675124951941,-0.03844675124951941,-0.04822760476739715,-0.12456747404844293,-0.13588619761630144,-0.029773164167627833,0.05911572472126105,-0.08882737408688965,0.14173010380622836,0.041584006151480196,0.13588619761630144,0.3553094963475586,-0.006151480199923107,0.05911572472126105,0.186082276047674,0.01574778931180315,0.07972318339100345,-0.11374086889657825,0.15378700499807765,-0.16000000000000003,-0.21413302575932336,-0.022206843521722412,-0.13588619761630144,0.024605920799692427,-0.16000000000000003,-0.0015378700499807767,-0.2288965782391388,0.044844290657439445,-0.041584006151480196,0.21413302575932336,0.16000000000000003,-0.006151480199923107,0.16633602460592078,-0.008858131487889272,-0.09356401384083046,-0.07535563244905807,-0.07972318339100345,-0.07535563244905807,0.22145328719723184,0.04822760476739715,0.0271280276816609,0.13588619761630144,0.041584006151480196,0.17279507881584008,0.06698961937716265,-0.024605920799692427,0.2761399461745483,0.006151480199923107,0.2069357939254133,-0.17279507881584008,0.14769703960015382,-0.16633602460592078
POINT (-61.15959524683153 -8.108418333283831),2024,Deter_Deg_CsG,-0.05173394848135333,-0.029773164167627833,-0.17279507881584008,-0.0629911572472126,-0.07111111111111111,-0.006151480199923107,-0.007443291041906958,0.09356401384083046,-0.05911572472126105,0.10340638216070744,0.10340638216070744,0.11374086889657825,0.044844290657439445,-0.03844675124951941,-0.0271280276816609,-0.14173010380622836,-0.11909265667051133,-0.044844290657439445,0.06698961937716265,-0.044844290657439445,0.15378700499807765,0.0271280276816609,0.15378700499807765,0.3278123798539023,0.024605920799692427,0.10340638216070744,0.2519646289888504,-0.01574778931180315,0.09842368319876971,-0.12456747404844293,0.17937716262975778,-0.17279507881584008,-0.186082276047674,-0.041584006151480196,-0.13016532103037293,0.008858131487889272,-0.16633602460592078,0.017777777777777778,-0.22145328719723184,-0.01384083044982699,-0.0271280276816609,0.1929104190695886,0.13016532103037293,-0.029773164167627833,0.1929104190695886,-0.017777777777777778,-0.06698961937716265,-0.03844675124951941,-0.09842368319876971,-0.05173394848135333,0.2069357939254133,0.008858131487889272,0.00024605920799692423,0.186082276047674,0.06698961937716265,0.1929104190695886,0.07111111111111111,-0.01384083044982699,0.2679584775086506,-0.029773164167627833,0.17937716262975778,-0.1929104190695886,0.14769703960015382,-0.12456747404844293
POINT (-61.159505415303116 -8.108418333283831),2024,Deter_Deg_CsG,-0.05536332179930796,-0.03254133025759323,-0.17937716262975778,-0.05173394848135333,-0.07111111111111111,-0.017777777777777778,-0.019930795847750864,0.09356401384083046,-0.05911572472126105,0.11374086889657825,0.09842368319876971,0.12456747404844293,0.044844290657439445,-0.04822760476739715,-0.024605920799692427,-0.14769703960015382,-0.13016532103037293,-0.03543252595155709,0.07111111111111111,-0.03844675124951941,0.16000000000000003,0.029773164167627833,0.15378700499807765,0.33685505574778934,0.029773164167627833,0.10340638216070744,0.2519646289888504,-0.017777777777777778,0.10340638216070744,-0.13016532103037293,0.17937716262975778,-0.17279507881584008,-0.17937716262975778,-0.03844675124951941,-0.12456747404844293,-6.151480199923106e-05,-0.16000000000000003,0.01574778931180315,-0.2069357939254133,-0.0271280276816609,-0.03543252595155709,0.1929104190695886,0.13016532103037293,-0.024605920799692427,0.1929104190695886,-0.01384083044982699,-0.06698961937716265,-0.03254133025759323,-0.09356401384083046,-0.029773164167627833,0.19986159169550174,0.00024605920799692423,0.003936947327950788,0.186082276047674,0.06698961937716265,0.1929104190695886,0.06698961937716265,-0.022206843521722412,0.2599000384467512,-0.03254133025759323,0.17937716262975778,-0.19986159169550174,0.14173010380622836,-0.12456747404844293
POINT (-61.15986474141676 -8.108148838698595),2024,Deter_Deg_CsG,-0.07111111111111111,-0.01574778931180315,-0.12456747404844293,-0.07535563244905807,-0.10340638216070744,0.05536332179930796,-0.008858131487889272,0.08882737408688965,-0.07535563244905807,0.03254133025759323,0.14173010380622836,0.1085121107266436,0.0629911572472126,-0.07111111111111111,0.004982698961937716,-0.14769703960015382,-0.1085121107266436,-0.05911572472126105,0.044844290657439445,-0.041584006151480196,0.13016532103037293,0.03844675124951941,0.16000000000000003,0.31009611687812383,0.006151480199923107,0.11374086889657825,0.2599000384467512,-0.041584006151480196,0.07972318339100345,-0.044844290657439445,0.15378700499807765,-0.14173010380622836,-0.11374086889657825,-0.0271280276816609,-0.15378700499807765,0.03254133025759323,-0.15378700499807765,-0.003936947327950788,-0.2761399461745483,0.007443291041906958,-0.0629911572472126,0.1929104190695886,0.10340638216070744,-0.019930795847750864,0.16000000000000003,0.004982698961937716,-0.05911572472126105,-0.0629911572472126,-0.06698961937716265,-0.1085121107266436,0.22145328719723184,0.01574778931180315,-0.05536332179930796,0.16633602460592078,0.07535563244905807,0.14173010380622836,0.09842368319876971,-0.017777777777777778,0.33685505574778934,-0.022206843521722412,0.16633602460592078,-0.1929104190695886,0.16633602460592078,-0.16633602460592078
POINT (-61.15959524683153 -8.108148838698595),2024,Deter_Deg_CsG,-0.05911572472126105,-0.0271280276816609,-0.13016532103037293,-0.09356401384083046,-0.07972318339100345,0.017777777777777778,0.017777777777777778,0.10340638216070744,-0.07535563244905807,0.03844675124951941,0.15378700499807765,0.09356401384083046,0.07972318339100345,-0.03254133025759323,-0.022206843521722412,-0.14173010380622836,-0.08421376393694734,-0.06698961937716265,0.044844290657439445,-0.08882737408688965,0.11374086889657825,0.0271280276816609,0.10340638216070744,0.2761399461745483,-0.024605920799692427,0.12456747404844293,0.2599000384467512,-0.022206843521722412,0.09356401384083046,-0.04822760476739715,0.14173010380622836,-0.15378700499807765,-0.19986159169550174,0.003936947327950788,-0.16633602460592078,0.024605920799692427,-0.16633602460592078,0.024605920799692427,-0.21413302575932336,0.044844290657439445,0.003936947327950788,0.2069357939254133,0.13588619761630144,-0.0271280276816609,0.15378700499807765,0.003014225297962322,-0.07111111111111111,-0.03254133025759323,-0.10340638216070744,-0.14769703960015382,0.2069357939254133,0.0271280276816609,-0.0271280276816609,0.1929104190695886,0.06698961937716265,0.16633602460592078,0.08882737408688965,-0.019930795847750864,0.33685505574778934,-0.007443291041906958,0.17937716262975778,-0.186082276047674,0.19986159169550174,-0.13016532103037293
POINT (-61.159505415303116 -8.108148838698595),2024,Deter_Deg_CsG,-0.07111111111111111,-0.01574778931180315,-0.14173010380622836,-0.07972318339100345,-0.07111111111111111,-0.004982698961937716,-0.000984236831987697,0.10340638216070744,-0.07111111111111111,0.05173394848135333,0.13588619761630144,0.1085121107266436,0.07535563244905807,-0.04822760476739715,-0.0271280276816609,-0.14769703960015382,-0.1085121107266436,-0.04822760476739715,0.05536332179930796,-0.07972318339100345,0.12456747404844293,0.0271280276816609,0.1085121107266436,0.3014225297962323,-0.006151480199923107,0.13588619761630144,0.2599000384467512,-0.017777777777777778,0.09356401384083046,-0.07111111111111111,0.16000000000000003,-0.16000000000000003,-0.1929104190695886,0.010396001537870049,-0.14769703960015382,0.012056901191849288,-0.16000000000000003,0.024605920799692427,-0.2069357939254133,0.017777777777777778,-0.003014225297962322,0.2069357939254133,0.13588619761630144,-0.008858131487889272,0.17279507881584008,0.008858131487889272,-0.07535563244905807,-0.029773164167627833,-0.09356401384083046,-0.10340638216070744,0.186082276047674,0.008858131487889272,-0.01384083044982699,0.2069357939254133,0.06698961937716265,0.17937716262975778,0.07972318339100345,-0.03254133025759323,0.31009611687812383,-0.017777777777777778,0.17279507881584008,-0.1929104190695886,0.186082276047674,-0.13588619761630144
